WIDE_마트,WIDE_컬럼,GOLD_원천(테이블.컬럼),SILVER_원천(테이블.컬럼),BRONZE_원천(테이블),업무_의미(배포 COMMENT),WIDE→GOLD_확정도,계보_확정도,상태,상태_근거(실측)
WIDE_AD_BROADCAST,AD_PERF_DK,FACT_AD_BROADCAST.AD_PERF_DK,AGENCY_AD_BROADCAST.AD_PERF_DK,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,OK,"비영 38,486/38,486 (100%)"
WIDE_AD_BROADCAST,AD_SOURCE_TYPE,FACT_AD_PERFORMANCE.AD_SOURCE_TYPE,AGENCY_AD_PERFORMANCE.AD_SOURCE_TYPE,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,OK,"비영 243,545/243,545 (100%)"
WIDE_AD_BROADCAST,PERF_DATE_SK,FACT_AD_PERFORMANCE.PERF_DATE_SK,AGENCY_AD_PERFORMANCE.AD_DATE,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,OK,"비영 243,545/243,545 (100%)"
WIDE_AD_BROADCAST,AD_COST,FACT_AD_PERFORMANCE.AD_COST,AGENCY_AD_PERFORMANCE.AD_COST,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 231,012/243,545 (94.9%)"
WIDE_AD_BROADCAST,INBOUND_CALL,FACT_AD_PERFORMANCE.INBOUND_CALL,AGENCY_AD_PERFORMANCE.INBOUND_CALL_CNT,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 21,455/243,545 (8.8%)"
WIDE_AD_BROADCAST,TIME_BAND,FACT_AD_BROADCAST.TIME_BAND,AGENCY_AD_BROADCAST.TIME_BAND,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 37,218/38,486 (96.7%)"
WIDE_AD_BROADCAST,CM_POSITION,FACT_AD_BROADCAST.CM_POSITION,AGENCY_AD_BROADCAST.CM_POSITION,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 32,840/38,486 (85.3%)"
WIDE_AD_BROADCAST,RT_TYPE,FACT_AD_BROADCAST.RT_TYPE,AGENCY_AD_BROADCAST.RT_TYPE,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 2,070/38,486 (5.4%)"
WIDE_AD_BROADCAST,AD_START_TIME,FACT_AD_BROADCAST.AD_START_TIME,AGENCY_AD_BROADCAST.AD_START_TIME,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 33,843/38,486 (87.9%)"
WIDE_AD_BROADCAST,AD_END_TIME,FACT_AD_BROADCAST.AD_END_TIME,AGENCY_AD_BROADCAST.AD_END_TIME,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 15,203/38,486 (39.5%)"
WIDE_AD_BROADCAST,BROADCAST_DATE,FACT_AD_BROADCAST.BROADCAST_DATE,AGENCY_AD_BROADCAST.BROADCAST_DATE,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,OK,"비영 38,486/38,486 (100%)"
WIDE_AD_BROADCAST,PROGRAM_NM,FACT_AD_BROADCAST.PROGRAM_NM,AGENCY_AD_BROADCAST.PROGRAM_NM,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 36,097/38,486 (93.8%)"
WIDE_AD_BROADCAST,CHANNEL_COMPANY,FACT_AD_BROADCAST.CHANNEL_COMPANY,AGENCY_AD_BROADCAST.CHANNEL_COMPANY,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,OK,"비영 38,486/38,486 (100%)"
WIDE_AD_BROADCAST,CHANNEL_COMPANY_TYPE,FACT_AD_BROADCAST.CHANNEL_COMPANY_TYPE,AGENCY_AD_BROADCAST.CHANNEL_COMPANY_TYPE,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 36,384/38,486 (94.5%)"
WIDE_AD_BROADCAST,SPOT_TYPE,FACT_AD_BROADCAST.SPOT_TYPE,AGENCY_AD_BROADCAST.SPOT_TYPE,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 14,199/38,486 (36.9%)"
WIDE_AD_BROADCAST,DURATION_SEC,FACT_AD_BROADCAST.DURATION_SEC,AGENCY_AD_BROADCAST.DURATION_SEC,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 32,739/38,486 (85.1%)"
WIDE_AD_BROADCAST,DAY_DIV,FACT_AD_BROADCAST.DAY_DIV,AGENCY_AD_BROADCAST.DAY_DIV,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 35,148/38,486 (91.3%)"
WIDE_AD_BROADCAST,PRG_START_TIME,FACT_AD_BROADCAST.PRG_START_TIME,AGENCY_AD_BROADCAST.PRG_START_TIME,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 33,024/38,486 (85.8%)"
WIDE_AD_BROADCAST,CTV_DIV,FACT_AD_BROADCAST.CTV_DIV,AGENCY_AD_BROADCAST.CTV_DIV,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 2,170/38,486 (5.6%)"
WIDE_AD_BROADCAST,BRDC_DIV,FACT_AD_BROADCAST.BRDC_DIV,AGENCY_AD_BROADCAST.BRDC_DIV,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 237/38,486 (0.6%)"
WIDE_AD_BROADCAST,AD_CNT,FACT_AD_BROADCAST.AD_CNT,AGENCY_AD_BROADCAST.AD_CNT,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 37,295/38,486 (96.9%)"
WIDE_AD_BROADCAST,CONV_CALL_CNT,FACT_AD_BROADCAST.CONV_CALL_CNT,AGENCY_AD_BROADCAST.CONV_CALL_CNT,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,WAIT,"전건 NULL (0/38,486)"
WIDE_AD_BROADCAST,DVLP_MEMBER_CNT,FACT_AD_BROADCAST.DVLP_MEMBER_CNT,AGENCY_AD_BROADCAST.DVLP_MEMBER_CNT,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 2,025/38,486 (5.3%)"
WIDE_AD_BROADCAST,DVLP_CNT,FACT_AD_BROADCAST.DVLP_CNT,AGENCY_AD_BROADCAST.DVLP_CNT,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 2,026/38,486 (5.3%)"
WIDE_AD_BROADCAST,AD_VIEW_RT_SRC,FACT_AD_BROADCAST.AD_VIEW_RT_SRC,AGENCY_AD_BROADCAST.AD_VIEW_RT_SRC,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 13,988/38,486 (36.3%)"
WIDE_AD_BROADCAST,CPC_SRC,FACT_AD_BROADCAST.CPC_SRC,AGENCY_AD_BROADCAST.CPC_SRC,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 17,834/38,486 (46.3%)"
WIDE_AD_BROADCAST,PERF_FULL_DATE,DIM_DATE.FULL_DATE,,,,직접참조,원천무관(ETL 생성),PARTIAL,"비영 16,436/16,437 (100.0%)"
WIDE_AD_BROADCAST,PERF_YEAR,DIM_DATE.YEAR,,,,직접참조,원천무관(ETL 생성),PARTIAL,"비영 16,436/16,437 (100.0%)"
WIDE_AD_BROADCAST,PERF_MONTH,DIM_DATE.MONTH,,,,직접참조,원천무관(ETL 생성),PARTIAL,"비영 16,436/16,437 (100.0%)"
WIDE_AD_BROADCAST,PERF_QUARTER,DIM_DATE.QUARTER,,,,직접참조,원천무관(ETL 생성),PARTIAL,"비영 16,436/16,437 (100.0%)"
WIDE_AD_BROADCAST,PERF_IS_HOLIDAY,DIM_DATE.IS_HOLIDAY,,,,직접참조,원천무관(ETL 생성),WAIT,"전건 0 (비영 0/16,437) — 설계O·값 미주입"
WIDE_AD_BROADCAST,CAMPAIGN_NAME,DIM_CAMPAIGN.CAMPAIGN_NAME,CRM_CAMPAIGN.CMPGN_NM,TC_CMMN_DTL_CD;TM_CM_BRND_MNG;TM_CM_CMPGN_MNG;TM_CM_MKTNG_CMPGN_MNG,,직접참조,컬럼확정,OK,"비영 36,144/36,144 (100%)"
WIDE_AD_BROADCAST,AD_MEDIA_NAME,DIM_AD_CREATIVE.MEDIA_NAME,AGENCY_AD_CREATIVE.MEDIA_CHANNEL_NM,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 8,715/8,716 (100.0%)"
WIDE_AD_BROADCAST,AD_CREATIVE,DIM_AD_CREATIVE.CREATIVE,AGENCY_AD_CREATIVE.CREATIVE_NM,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 8,712/8,716 (100.0%)"
WIDE_AD_BROADCAST_CASE,AD_PERF_DK,FACT_AD_BROADCAST_CASE.AD_PERF_DK,AGENCY_AD_BROADCAST_CASE.AD_PERF_DK,REBRDC_AD_CMPGN_DTLS,,직접참조,컬럼확정,OK,"비영 5,340/5,340 (100%)"
WIDE_AD_BROADCAST_CASE,CASE_SEQ,FACT_AD_BROADCAST_CASE.CASE_SEQ,AGENCY_AD_BROADCAST_CASE.CASE_SEQ,REBRDC_AD_CMPGN_DTLS,,직접참조,컬럼확정,OK,"비영 5,340/5,340 (100%)"
WIDE_AD_BROADCAST_CASE,AD_SOURCE_TYPE,FACT_AD_PERFORMANCE.AD_SOURCE_TYPE,AGENCY_AD_PERFORMANCE.AD_SOURCE_TYPE,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,OK,"비영 243,545/243,545 (100%)"
WIDE_AD_BROADCAST_CASE,PERF_DATE_SK,FACT_AD_PERFORMANCE.PERF_DATE_SK,AGENCY_AD_PERFORMANCE.AD_DATE,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,OK,"비영 243,545/243,545 (100%)"
WIDE_AD_BROADCAST_CASE,BIZ_DIV,FACT_AD_BROADCAST_CASE.BIZ_DIV,AGENCY_AD_BROADCAST_CASE.BIZ_DIV,REBRDC_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 5,335/5,340 (99.9%)"
WIDE_AD_BROADCAST_CASE,FAMILY_TYPE,FACT_AD_BROADCAST_CASE.FAMILY_TYPE,AGENCY_AD_BROADCAST_CASE.FAMILY_TYPE,REBRDC_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 5,260/5,340 (98.5%)"
WIDE_AD_BROADCAST_CASE,APPEAL_POINT,FACT_AD_BROADCAST_CASE.APPEAL_POINT,AGENCY_AD_BROADCAST_CASE.APPEAL_POINT,REBRDC_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 5,314/5,340 (99.5%)"
WIDE_AD_BROADCAST_CASE,CASE_DIV,FACT_AD_BROADCAST_CASE.CASE_DIV,AGENCY_AD_BROADCAST_CASE.CASE_DIV,REBRDC_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 5,302/5,340 (99.3%)"
WIDE_AD_BROADCAST_CASE,RT_TYPE,FACT_AD_BROADCAST.RT_TYPE,AGENCY_AD_BROADCAST.RT_TYPE,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 2,070/38,486 (5.4%)"
WIDE_AD_BROADCAST_CASE,PROGRAM_NM,FACT_AD_BROADCAST.PROGRAM_NM,AGENCY_AD_BROADCAST.PROGRAM_NM,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 36,097/38,486 (93.8%)"
WIDE_AD_BROADCAST_CASE,CHANNEL_COMPANY,FACT_AD_BROADCAST.CHANNEL_COMPANY,AGENCY_AD_BROADCAST.CHANNEL_COMPANY,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,OK,"비영 38,486/38,486 (100%)"
WIDE_AD_BROADCAST_CASE,BROADCAST_DATE,FACT_AD_BROADCAST.BROADCAST_DATE,AGENCY_AD_BROADCAST.BROADCAST_DATE,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,OK,"비영 38,486/38,486 (100%)"
WIDE_AD_BROADCAST_CASE,PERF_FULL_DATE,DIM_DATE.FULL_DATE,,,,직접참조,원천무관(ETL 생성),PARTIAL,"비영 16,436/16,437 (100.0%)"
WIDE_AD_BROADCAST_CASE,PERF_YEAR,DIM_DATE.YEAR,,,,직접참조,원천무관(ETL 생성),PARTIAL,"비영 16,436/16,437 (100.0%)"
WIDE_AD_BROADCAST_CASE,PERF_MONTH,DIM_DATE.MONTH,,,,직접참조,원천무관(ETL 생성),PARTIAL,"비영 16,436/16,437 (100.0%)"
WIDE_AD_BROADCAST_CASE,PERF_QUARTER,DIM_DATE.QUARTER,,,,직접참조,원천무관(ETL 생성),PARTIAL,"비영 16,436/16,437 (100.0%)"
WIDE_AD_BROADCAST_CASE,CAMPAIGN_NAME,DIM_CAMPAIGN.CAMPAIGN_NAME,CRM_CAMPAIGN.CMPGN_NM,TC_CMMN_DTL_CD;TM_CM_BRND_MNG;TM_CM_CMPGN_MNG;TM_CM_MKTNG_CMPGN_MNG,,직접참조,컬럼확정,OK,"비영 36,144/36,144 (100%)"
WIDE_AD_COMBINED,AD_PERF_DK,FACT_AD_PERFORMANCE.AD_PERF_DK,AGENCY_AD_PERFORMANCE.AD_PERF_DK,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,OK,"비영 243,545/243,545 (100%)"
WIDE_AD_COMBINED,PERF_DATE_SK,FACT_AD_PERFORMANCE.PERF_DATE_SK,AGENCY_AD_PERFORMANCE.AD_DATE,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,OK,"비영 243,545/243,545 (100%)"
WIDE_AD_COMBINED,CAMPAIGN_SK,FACT_AD_PERFORMANCE.CAMPAIGN_SK,AGENCY_AD_PERFORMANCE.AD_DATE,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,WAIT,"전건 0 (비영 0/243,545) — 설계O·값 미주입"
WIDE_AD_COMBINED,MKTG_CAMPAIGN_SK,FACT_AD_PERFORMANCE.MKTG_CAMPAIGN_SK,AGENCY_AD_PERFORMANCE.AD_SOURCE_TYPE,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 218,402/243,545 (89.7%)"
WIDE_AD_COMBINED,AD_CREATIVE_SK,FACT_AD_PERFORMANCE.AD_CREATIVE_SK,AGENCY_AD_PERFORMANCE.AD_DATE,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,WAIT,"전건 0 (비영 0/243,545) — 설계O·값 미주입"
WIDE_AD_COMBINED,DEVICE_SK,FACT_AD_PERFORMANCE.DEVICE_SK,GA4_DEVICE.DEVICE_TYPE,,,직접참조,컬럼확정(2단),OK,"비영 243,545/243,545 (100%)"
WIDE_AD_COMBINED,AD_COST,FACT_AD_PERFORMANCE.AD_COST,AGENCY_AD_PERFORMANCE.AD_COST,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 231,012/243,545 (94.9%)"
WIDE_AD_COMBINED,IMPRESSIONS,FACT_AD_PERFORMANCE.IMPRESSIONS,AGENCY_AD_PERFORMANCE.IMPRESSION_CNT,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 196,572/243,545 (80.7%)"
WIDE_AD_COMBINED,CLICKS,FACT_AD_PERFORMANCE.CLICKS,AGENCY_AD_PERFORMANCE.CLICK_CNT,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 173,825/243,545 (71.4%)"
WIDE_AD_COMBINED,INBOUND_CALL,FACT_AD_PERFORMANCE.INBOUND_CALL,AGENCY_AD_PERFORMANCE.INBOUND_CALL_CNT,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 21,455/243,545 (8.8%)"
WIDE_AD_COMBINED,GA_CONV_MEMBERS,FACT_AD_PERFORMANCE.GA_CONV_MEMBERS,AGENCY_AD_PERFORMANCE.CONV_MEMBER_CNT,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 45,823/243,545 (18.8%)"
WIDE_AD_COMBINED,GA_CONV_CNT,FACT_AD_PERFORMANCE.GA_CONV_CNT,AGENCY_AD_PERFORMANCE.CONV_UNIT_CNT,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 12,753/243,545 (5.2%)"
WIDE_AD_COMBINED,DAY_OF_WEEK,FACT_AD_PERFORMANCE.DAY_OF_WEEK,AGENCY_AD_PERFORMANCE.AD_DATE,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,OK,"비영 243,545/243,545 (100%)"
WIDE_AD_COMBINED,WEEK_OF_YEAR,FACT_AD_PERFORMANCE.WEEK_OF_YEAR,AGENCY_AD_PERFORMANCE.AD_DATE,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,OK,"비영 243,545/243,545 (100%)"
WIDE_AD_COMBINED,AD_SOURCE_TYPE,FACT_AD_PERFORMANCE.AD_SOURCE_TYPE,AGENCY_AD_PERFORMANCE.AD_SOURCE_TYPE,DGT_AD_CMPGN_DTLS;REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,OK,"비영 243,545/243,545 (100%)"
WIDE_AD_COMBINED,PAGE_TYPE,FACT_AD_DIGITAL.PAGE_TYPE,AGENCY_AD_DIGITAL.PAGE_TYPE,DGT_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 541/205,059 (0.3%)"
WIDE_AD_COMBINED,AD_GROUP_NM,FACT_AD_DIGITAL.AD_GROUP_NM,AGENCY_AD_DIGITAL.AD_GROUP_NM,DGT_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 893/205,059 (0.4%)"
WIDE_AD_COMBINED,GROUP_DIV,FACT_AD_DIGITAL.GROUP_DIV,AGENCY_AD_DIGITAL.GROUP_DIV,DGT_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 782/205,059 (0.4%)"
WIDE_AD_COMBINED,CREATIVE_TYPE,FACT_AD_DIGITAL.CREATIVE_TYPE,AGENCY_AD_DIGITAL.CREATIVE_TYPE,DGT_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 84,326/205,059 (41.1%)"
WIDE_AD_COMBINED,AD_TYPE_NM,FACT_AD_DIGITAL.AD_TYPE_NM,AGENCY_AD_DIGITAL.AD_TYPE_NM,DGT_AD_CMPGN_DTLS,,직접참조,컬럼확정,OK,"비영 205,059/205,059 (100%)"
WIDE_AD_COMBINED,READ_CNT,FACT_AD_DIGITAL.READ_CNT,AGENCY_AD_DIGITAL.READ_CNT,DGT_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 5,260/205,059 (2.6%)"
WIDE_AD_COMBINED,MEDIA_POTENTIAL_CUST_CNT,FACT_AD_DIGITAL.MEDIA_POTENTIAL_CUST_CNT,AGENCY_AD_DIGITAL.MEDIA_POTENTIAL_CUST_CNT,DGT_AD_CMPGN_DTLS,,직접참조,컬럼확정,WAIT,"전건 NULL (0/205,059)"
WIDE_AD_COMBINED,CRM_DEV_CNT,FACT_AD_DIGITAL.CRM_DEV_CNT,AGENCY_AD_DIGITAL.CRM_DEV_CNT,DGT_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 42,034/205,059 (20.5%)"
WIDE_AD_COMBINED,CTR_SRC,FACT_AD_DIGITAL.CTR_SRC,AGENCY_AD_DIGITAL.CTR_SRC,DGT_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 10,978/205,059 (5.4%)"
WIDE_AD_COMBINED,CVR_SRC,FACT_AD_DIGITAL.CVR_SRC,AGENCY_AD_DIGITAL.CVR_SRC,DGT_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 2,900/205,059 (1.4%)"
WIDE_AD_COMBINED,CPC_SRC,FACT_AD_DIGITAL.CPC_SRC,AGENCY_AD_DIGITAL.CPC_SRC,DGT_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 11,510/205,059 (5.6%)"
WIDE_AD_COMBINED,CPM_SRC,FACT_AD_DIGITAL.CPM_SRC,AGENCY_AD_DIGITAL.CPM_SRC,DGT_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 12,569/205,059 (6.1%)"
WIDE_AD_COMBINED,CPA_SRC,FACT_AD_DIGITAL.CPA_SRC,AGENCY_AD_DIGITAL.CPA_SRC,DGT_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 3,319/205,059 (1.6%)"
WIDE_AD_COMBINED,DEV_UNIT_PRICE_SRC,FACT_AD_DIGITAL.DEV_UNIT_PRICE_SRC,AGENCY_AD_DIGITAL.DEV_UNIT_PRICE_SRC,DGT_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 3,319/205,059 (1.6%)"
WIDE_AD_COMBINED,VTR_SRC,FACT_AD_DIGITAL.VTR_SRC,AGENCY_AD_DIGITAL.VTR_SRC,DGT_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 5,260/205,059 (2.6%)"
WIDE_AD_COMBINED,TIME_BAND,FACT_AD_BROADCAST.TIME_BAND,AGENCY_AD_BROADCAST.TIME_BAND,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 37,218/38,486 (96.7%)"
WIDE_AD_COMBINED,CM_POSITION,FACT_AD_BROADCAST.CM_POSITION,AGENCY_AD_BROADCAST.CM_POSITION,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 32,840/38,486 (85.3%)"
WIDE_AD_COMBINED,RT_TYPE,FACT_AD_BROADCAST.RT_TYPE,AGENCY_AD_BROADCAST.RT_TYPE,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 2,070/38,486 (5.4%)"
WIDE_AD_COMBINED,AD_START_TIME,FACT_AD_BROADCAST.AD_START_TIME,AGENCY_AD_BROADCAST.AD_START_TIME,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 33,843/38,486 (87.9%)"
WIDE_AD_COMBINED,AD_END_TIME,FACT_AD_BROADCAST.AD_END_TIME,AGENCY_AD_BROADCAST.AD_END_TIME,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 15,203/38,486 (39.5%)"
WIDE_AD_COMBINED,BROADCAST_DATE,FACT_AD_BROADCAST.BROADCAST_DATE,AGENCY_AD_BROADCAST.BROADCAST_DATE,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,OK,"비영 38,486/38,486 (100%)"
WIDE_AD_COMBINED,PROGRAM_NM,FACT_AD_BROADCAST.PROGRAM_NM,AGENCY_AD_BROADCAST.PROGRAM_NM,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 36,097/38,486 (93.8%)"
WIDE_AD_COMBINED,CHANNEL_COMPANY,FACT_AD_BROADCAST.CHANNEL_COMPANY,AGENCY_AD_BROADCAST.CHANNEL_COMPANY,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,OK,"비영 38,486/38,486 (100%)"
WIDE_AD_COMBINED,CHANNEL_COMPANY_TYPE,FACT_AD_BROADCAST.CHANNEL_COMPANY_TYPE,AGENCY_AD_BROADCAST.CHANNEL_COMPANY_TYPE,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 36,384/38,486 (94.5%)"
WIDE_AD_COMBINED,SPOT_TYPE,FACT_AD_BROADCAST.SPOT_TYPE,AGENCY_AD_BROADCAST.SPOT_TYPE,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 14,199/38,486 (36.9%)"
WIDE_AD_COMBINED,DURATION_SEC,FACT_AD_BROADCAST.DURATION_SEC,AGENCY_AD_BROADCAST.DURATION_SEC,REBRDC_AD_CMPGN_DTLS;VIDEO_AD_CMPGN_DTLS,,직접참조,컬럼확정,PARTIAL,"비영 32,739/38,486 (85.1%)"
